display_name,full_address,space_type,decade,year,lat,lon,amenities
Club Four-O,"7319 Broadway, Jackson Heights",Other,1970s,1979,40.7470072,-73.891878,"(P-1965-1989),(D),(AH)"
Club Zero,Maspeth,Other,1970s,1973,40.712854,-73.904878,
Cock Ring,"189 Christopher St., Greenwich Village",Other,1970s,1979,40.7325749,-74.010058,"(D),(*),(YC),(SM),(W-1972-1989)"
Columbus & 75Th Sts.,Uptown,Other,1970s,1977,40.779376,-73.977385,Cruisy Area
Columbus & 75Th Sts.,Uptown,Other,1970s,1978,40.779376,-73.977385,Cruisy Area
Combination,Manhattan,Other,1970s,1974,40.793937,-73.972154,(D)
Combination,"2540 Broadway, Manhattan",Other,1970s,1975,40.7940247,-73.971731,"(D),(B-1970-1989),(M-1965-1989),(G),(*)"
Come Back,"185 10th St., Greenwich Village",Other,1970s,1972,40.734474,-74.002861,(P-1965-1989)
Come On,"8813 Foster Ave., Brooklyn",Other,1970s,1975,40.644677,-73.912635,"(S-1965-2002),(E),(D)"
Community Book Stores,"143 7th Ave., Brooklyn Heights",Other,1970s,1979,40.6726651,-73.976426,
Community Book Stores,"162 Montague St., Brooklyn",Other,1970s,1979,40.6941905,-73.992805,(M-1965-1989)
Company,"365 3rd Ave., Manhattan",Restaurant / Cafe,1970s,1975,40.7408562,-73.981195,"(YC),(R-1965-1989),(*)"
Company,"365 3rd Ave., Midtown",Restaurant / Cafe,1970s,1978,40.7408562,-73.981195,(R-1965-1989)
Company,"365 3rd Ave., Midtown",Restaurant / Cafe,1970s,1979,40.7408562,-73.981195,"(R-1965-1989),(*)"
Company,"365 3rd Avenue, Midtown",Restaurant / Cafe,1970s,1977,40.7408562,-73.981195,(R-1965-1989)
Company,"365 3rd Ave., Midtown",Restaurant / Cafe,1970s,1976,40.7408562,-73.981195,"(R-1965-1989),(*)"
Concorde Cafe,"349 Lexington Ave., Manhattan",Restaurant / Cafe,1970s,1975,40.7498853,-73.976873,
Condor,"162 11th Avenue, Greenwich Village",Other,1970s,1977,40.7482299,-74.007156,(SM)
Continental Baths,"230 W. 74th St., Manhattan",Other,1970s,1975,40.7803152,-73.982184,"(M-1965-1989),(YC),(*),(S-1965-2002),(E)"
Continental Baths,"230 W. 74th St., Manhattan",Other,1970s,1974,40.7803152,-73.982184,"(YC),(*),(D),(S-1965-2002)"
Continental Baths,"230 W. 74th St., Manhattan",Other,1970s,1972,40.7803152,-73.982184,(*)
Continental Baths,"230 W. 74th St., Uptown",Other,1970s,1977,40.7803152,-73.982184,"(M-1965-1989),(YC),(B-1970-1989),(S-1965-2002),(E)"
Continental Baths,"230 W. 74th St., Manhattan",Other,1970s,1973,40.7803152,-73.982184,"(YC),(*)"
Continental Baths,"118 W. 57th St., Manhattan",Other,1970s,1972,40.7644999,-73.978354,
Continental Sauna Baths,"111 W. 56th St., Manhattan",Other,1970s,1973,40.7640585,-73.978105,
Continental Sauna Baths,"111 W. 56th St., Manhattan",Other,1970s,1974,40.7640585,-73.978105,
Continental Sauna Baths- Great Northern Hotel,"111 W. 56th St., Manhattan",Other,1970s,1975,40.7640585,-73.978105,
Cookery,Greenwich Village,Restaurant / Cafe,1970s,1975,40.7335719,-74.002742,"(M-1965-1989),(R-1965-1989)"
Copa Banana,"57 Lexington Ave., Midtown",Other,1970s,1976,40.7406003,-73.983881,
Copabanana,"57 Lexington Ave., Manhattan",Other,1970s,1975,40.7406003,-73.983881,(E)
Country Cousin,"1313 3rd Ave., Manhattan",Restaurant / Cafe,1970s,1973,40.7717701,-73.958755,"(R-1965-1989),(*)"
Country Cousin,"1313 3rd Ave., Uptown",Restaurant / Cafe,1970s,1979,40.7717701,-73.958755,"(R-1965-1989),(W-1972-1989),(*)"
Country Cousin,"1313 3rd Ave., Manhattan",Other,1970s,1975,40.7717701,-73.958755,"(R-1965-1989),(W-1972-1989),(*)"
Country Cousin,"1313 3rd Ave., Manhattan",Restaurant / Cafe,1970s,1974,40.7717701,-73.958755,"(R-1965-1989),(*)"
Country Cousin,"1313 3rd Ave., Uptown",Restaurant / Cafe,1970s,1978,40.7717701,-73.958755,"(R-1965-1989),(W-1972-1989),(*)"
Country Cousin,"1313 3rd Ave., Uptown",Restaurant / Cafe,1970s,1977,40.7717701,-73.958755,"(R-1965-1989),(WE),(*)"
Country Cousin,"1313 3rd Ave., Manhattan",Restaurant / Cafe,1970s,1972,40.7717701,-73.958755,"(R-1965-1989),(*)"
Coven,"531 Hudson, Greenwich Village",Restaurant / Cafe,1970s,1973,40.7342517,-74.006492,(R-1965-1989)
Cover East,"1557 2nd Ave., Uptown",Other,1970s,1977,40.7746227,-73.954431,
Cowboy,"244 W. 53rd St., Midtown",Other,1970s,1978,40.7635286,-73.984143,"(R-1965-1989),(PT),(*)"
Cowboy & Cowgirl,"244 E. 53rd St., Midtown",Other,1970s,1979,40.75682,-73.967893,"(*),(PT),(R-1965-1989)"
Cozy Cabin,"9203 Astoria Blvd., Jackson Heights",Other,1970s,1979,40.7635308,-73.877121,(D)
Crossroad,"858 9th Ave., Midtown",Other,1970s,1979,40.7669022,-73.986102,
Crows Nest,"86 11th Avenue, Greenwich Village",Other,1970s,1977,40.7351586,-73.998181,"(W-1972-1989),(SM)"
Cruise Inn,"46-19 30th Ave., Astoria",Other,1970s,1978,40.761501,-73.90935,(G)
Dakota,"550 3rd Ave., Midtown",Other,1970s,1979,40.7474383,-73.977275,(PT)
Dakota,"550 3rd Ave., Midtown",Other,1970s,1978,40.7474383,-73.977275,
Danny'S,"139 Christopher St., Greenwich Village",Other,1970s,1973,40.733018,-74.007169,(*)
Danny'S,"139 Christopher St., Greenwich Village",Other,1970s,1974,40.733018,-74.007169,
Danny'S,"139 Christopher St., Greenwich Village",Other,1970s,1975,40.733018,-74.007169,
Danny'S,"139 Christopher St., Greenwich Village",Other,1970s,1972,40.733018,-74.007169,(*)
Danny'S,"140 7th Avenue South, Greenwich Village",Other,1970s,1977,40.734755,-74.002406,"(D),(RT)"
Danny'S First,"139 Christopher St., Greenwich Village",Other,1970s,1976,40.733018,-74.007169,
Danny'S First,"139 Chirstopher St., Greenwich Village",Other,1970s,1978,40.733018,-74.007169,"(B-1970-1989),(*)"
Danny'S First,"139 Christopher St., Greenwich Village",Other,1970s,1979,40.733018,-74.007169,"(PT),(B-1970-1989)"
Danny'S First,"139 Christopher St., Greenwich Village",Other,1970s,1977,40.733018,-74.007169,(B-1970-1989)
Danny'S Hide-A-Way Motel,"500 W. 14th St., Greenwich Village",Other,1970s,1973,40.7421672,-74.008468,(H-1965-1989)
Danny'S Hideaway Motel,"500 W. 14th St., Greenwich Village",Hotel / Accommodation,1970s,1974,40.7421672,-74.008468,(H-1965-1989)
Danny'S Meatrack,"500 W. 14th St., Greenwich Village",Other,1970s,1974,40.7421672,-74.008468,(SM)
Danny'S Of Brooklyn,"108 Montague St., Brooklyn Heights",Other,1970s,1973,40.6948774,-73.995194,(*)
Danny'S Of Brooklyn Heights,"108 Montague, Brooklyn Heights",Other,1970s,1975,40.6948774,-73.995194,(*)
Danny'S Of Brooklyn Heights,"108 Montague St., Brooklyn Heights",Other,1970s,1977,40.6948774,-73.995194,(D)
Danny'S Of Brooklyn Heights,"108 Montague, Brooklyn Heights",Other,1970s,1974,40.6948774,-73.995194,(*)
Danny'S Of Brooklyn Heights,"108 Montague St., Brooklyn Heights",Other,1970s,1978,40.6948774,-73.995194,(D)
Danny'S Of Brooklyn Heights,"108 Montague St., Brooklyn Heights",Other,1970s,1979,40.6948774,-73.995194,(D)
Danny'S Of Sheridan Sq.,"140 7th Ave., Greenwich Village",Other,1970s,1975,40.7414861,-73.997959,"(RT),(B-1970-1989),(YC),(D),(*)"
Danny'S Of Sheridan Square,Greenwich Village,Other,1970s,1973,40.7332,-74.002285,(*)
Danny'S Of Sheridan Square,"140 7th Ave., Greenwich Village",Other,1970s,1976,40.7414861,-73.997959,"(RT),(B-1970-1989),(D)"
David,"1007 Lexington Ave., Uptown",Other,1970s,1979,40.7707301,-73.961739,(*)
David All Male Cinema,"28 W. 55th St., Midtown",Other,1970s,1979,40.7621439,-73.976501,(AYOR)
David Cinema,"236 W. 55th St., Manhattan",Other,1970s,1973,40.7648723,-73.982845,
David Cinema,"236 W. 55th St., Manhattan",Other,1970s,1975,40.7648723,-73.982845,
David Cinema Theatre,"236 W. 55th St., Manhattan",Other,1970s,1974,40.7648723,-73.982845,
David'S Cinema,"28 W. 55th St., Midtown",Other,1970s,1978,40.7621439,-73.976501,
David'S Cinema,"236 W. 55th Street, Midtown",Other,1970s,1977,40.7648723,-73.982845,
David'S Cinema,"236 W. 55th St., Midtown",Other,1970s,1976,40.7648723,-73.982845,
David'S Pot Belly,"98 Christopher St., Greenwich Village",Restaurant / Cafe,1970s,1979,40.7331669,-74.004656,"(M-1965-1989),(R-1965-1989)"
Dazzles,"180 Columbus Ave., Uptown",Restaurant / Cafe,1970s,1977,40.775067,-73.980872,"(M-1965-1989),(R-1965-1989)"
Delaney'S,"72 Grove St., Greenwich Village",Restaurant / Cafe,1970s,1975,40.7331816,-74.002733,(R-1965-1989)
Delaney'S,"72 Grove St., Greenwich Village",Restaurant / Cafe,1970s,1976,40.7331816,-74.002733,"(M-1965-1989),(R-1965-1989)"
Den,"264 W. 43rd St., Midtown",Other,1970s,1979,40.7576985,-73.988789,
Den,"835 Washington St., Greenwich Village",Other,1970s,1972,40.7403979,-74.00768,"(SM),(*)"
Den,"835 Washington , Greenwich Village",Other,1970s,1973,40.7403979,-74.00768,(SM)
Dilluvio'S,"957 1st Ave., Manhattan",Restaurant / Cafe,1970s,1973,40.755601,-73.965309,(R-1965-1989)
Dirty Edna'S Scoreboard,"264 W. 46th St., Manhattan",Other,1970s,1975,40.7595308,-73.987308,(*)
Dirty Edna'S Scoreboard,"264 W. 46th St., Manhattan",Other,1970s,1974,40.7595308,-73.987308,
Dirty Edna'S Scoreboard,"264 W. 46th St., Midtown",Other,1970s,1976,40.7595308,-73.987308,(*)
Dirty Edna'S Scoreboard,"264 W. 46th St., Manhattan",Other,1970s,1973,40.7595308,-73.987308,
Djuna Books,"154 W. 10th St., Greenwich Village",Other,1970s,1979,40.734387,-74.00154,(G)
Duchess,"70 Grove St., Greenwich Village",Other,1970s,1979,40.7331527,-74.002802,"(G),(*),(D)"
Duchess,"70 Grove Street, Greenwich Village",Other,1970s,1977,40.7331527,-74.002802,"(G),(D),(*)"
Duchess,"70 Grove St., Greenwich Village",Other,1970s,1976,40.7331527,-74.002802,"(D),(G),(*)"
Duchess,"70 Grove St., Greenwich Village",Other,1970s,1978,40.7331527,-74.002802,"(G),(D),(*)"
Duchess,"70 Grove St., Greenwich Village",Other,1970s,1975,40.7331527,-74.002802,"(G),(D),(*)"
Duchess Inn,"70 Grove St., Greenwich Village",Other,1970s,1974,40.7331527,-74.002802,(G)
Duff'S,"115 Christopher St., Greenwich Village",Restaurant / Cafe,1970s,1978,40.7334062,-74.005436,"(M-1965-1989),(R-1965-1989)"
Duff'S,"115 Christopher St., Greenwich Village",Restaurant / Cafe,1970s,1979,40.7334062,-74.005436,"(M-1965-1989),(R-1965-1989)"
Dungeon,"835 Washington , Greenwich Village",Other,1970s,1976,40.7403979,-74.00768,"(SM),(W-1972-1989),(AH),(*)"
Duplex,"55 Grove St., Greenwich Village",Other,1970s,1978,40.733207,-74.003542,"(G),(D),(*)"
Duplex,"55 Grove St., Greenwich Village",Other,1970s,1979,40.733207,-74.003542,(D)
Duplex,"55 Grove St., Greenwich Village",Other,1970s,1973,40.733207,-74.003542,
Duplex Cabaret,"55 Grove Street, Greenwich Village",Other,1970s,1977,40.733207,-74.003542,(E)
Eagle'S Nest,Greenwich Village,Other,1970s,1977,40.747343,-74.007595,"(SM),(*),(D)"
Eagle'S Nest,Greenwich Village,Other,1970s,1979,40.747343,-74.007595,"(SM),(OC),(WE),(*)"
Eagle'S Nest,Greenwich Village,Other,1970s,1974,40.747343,-74.007595,"(SM),(*)"
Eagle'S Nest,Greenwich Village,Other,1970s,1976,40.747343,-74.007595,"(SM),(*)"
Eagle'S Nest,Greenwich Village,Other,1970s,1975,40.747343,-74.007595,"(SM),(*)"
Eagle'S Nest,Greenwich Village,Other,1970s,1973,40.747343,-74.007595,"(SM),(*)"
Eagle'S Nest,Greenwich Village,Other,1970s,1978,40.747343,-74.007595,"(SM),(D),(*)"
Eagle'S Nest,Greenwich Village,Other,1970s,1972,40.746405,-74.005125,"(SM),(*)"
Eastside Sauna,"227 E. 56th St., Midtown",Other,1970s,1979,40.7593466,-73.966823,(*)
Eastside Sauna,"222 E. 56th St., Midtown",Other,1970s,1978,40.7587129,-73.966887,(H-1965-1989)
Edie'S,"858 9th Ave., Midtown",Other,1970s,1976,40.7669022,-73.986102,"(D),(G)"
Edna'S,"858 9th Avenue, Midtown",Other,1970s,1977,40.7669022,-73.986102,(*)
Eighty Two Club,"82 E. 4th St., Greenwich Village",Other,1970s,1973,40.7263069,-73.989831,"(M-1965-1989),(S-1965-2002)"
Eighty Two Club,"82 E. 4th St., Greenwich Village",Other,1970s,1975,40.7263069,-73.989831,"(D),(YC)"
Eighty-Two Club,"82 E. 4th St., Greenwich Village",Other,1970s,1974,40.7263069,-73.989831,"(M-1965-1989),(S-1965-2002)"
Eighty-Two-Club,"82 E. 4th St., Greenwich Village",Other,1970s,1972,40.7263069,-73.989831,"(M-1965-1989),(S-1965-2002)"
El Horoscope,"1979 Jerome Ave., Bronx",Other,1970s,1978,40.8523952,-73.908936,(D)
El Horoscope,"1969 Jerome Ave., Bronx",Other,1970s,1979,40.8521423,-73.909235,(D)
Emerald City,"59 5th Ave., Greenwich Village",Other,1970s,1979,40.7350091,-73.993907,"(YC),(D),(*),(R-1965-1989)"
Eros I Theatre,"732 W. 46th St., Midtown",Other,1970s,1976,40.7643209,-73.99871,
Eros I Theatre,"732 W. 46th St., Manhattan",Other,1970s,1975,40.7643209,-73.99871,
Eros I Theatre,"732 8th Ave., Manhattan",Other,1970s,1974,40.7593364,-73.987943,
Eros I Theatre,"732 8th Ave., Midtown",Other,1970s,1978,40.7593364,-73.987943,
Eros I Theatre,"732 W. 46th Street, Midtown",Other,1970s,1977,40.7643209,-73.99871,
Eros Male Cinema,"732 8th Ave., Midtown",Other,1970s,1979,40.7593364,-73.987943,
Ev'S 11Th Hour,"193-14 Jamaica Ave., Hollis",Other,1970s,1974,40.7130773,-73.766831,
Ev'S 11Th Hour,"193-14 Jamaica Ave., Hollis",Other,1970s,1973,40.7130773,-73.766831,
Everard Baths,"28 W. 28th St., Manhattan",Other,1970s,1975,40.7452989,-73.989293,
Everard Baths,"28 W. 28th St., Midtown",Other,1970s,1976,40.7452989,-73.989293,(OC)
Everard Baths,"28 W. 28th Street, Midtown",Other,1970s,1977,40.7452989,-73.989293,"(SM),(*)"
Everard Baths,"28 W. 28th St., Midtown",Other,1970s,1978,40.7452989,-73.989293,(*)
Everhard Baths,"28 W. 28th St., Manhattan",Other,1970s,1972,40.7452989,-73.989293,(RT)
Everhard Baths,"28 W. 28th St., Manhattan",Other,1970s,1973,40.7452989,-73.989293,(RT)
Everhard Baths,"28 W. 28th St., Manhattan",Other,1970s,1974,40.7452989,-73.989293,(RT)
Exile,"491 West St., Greenwich Village",Other,1970s,1972,40.7377113,-74.010087,
Experiment 4,"327 E. 48th Street, Midtown",Other,1970s,1977,40.7532653,-73.968097,"(*),(R-1965-1989),(D)"
Experiment Iv,Uptown,Other,1970s,1977,40.8240478,-73.944764,"(D),(AH)"
Farm House,Greenwich Village,Restaurant / Cafe,1970s,1979,40.730379,-73.986366,"(R-1965-1989),(M-1965-1989)"
Fedora,"48 Barrow St., Greenwich Village",Restaurant / Cafe,1970s,1973,40.7321243,-74.004604,"(R-1965-1989),(M-1965-1989)"
Fedora,"239 W. 4th St., Greenwich Village",Restaurant / Cafe,1970s,1974,40.734537,-74.0029,"(M-1965-1989),(R-1965-1989)"
Fedora,"239 W. 4th St., Greenwich Village",Restaurant / Cafe,1970s,1972,40.734537,-74.0029,"(M-1965-1989),(R-1965-1989)"
Fedora'S,"239 W. 4th St., Greenwich Village",Restaurant / Cafe,1970s,1976,40.734537,-74.0029,"(M-1965-1989),(R-1965-1989)"
Fedora'S,"239 W. 4th St., Greenwich Village",Restaurant / Cafe,1970s,1978,40.734537,-74.0029,"(M-1965-1989),(R-1965-1989)"
Fedora'S,"239 W. 4th Street, Greenwich Village",Restaurant / Cafe,1970s,1977,40.734537,-74.0029,"(M-1965-1989),(R-1965-1989)"
Fedora'S,"239 W. 4th St., Greenwich Village",Restaurant / Cafe,1970s,1975,40.734537,-74.0029,"(M-1965-1989),(R-1965-1989)"
Fedora'S,"239 W. 4th St., Greenwich Village",Restaurant / Cafe,1970s,1979,40.734537,-74.0029,"(M-1965-1989),(R-1965-1989)"
Fiddlesticks,"205 Cypress Ave., Ridgewood",Other,1970s,1979,40.7082781,-73.919621,(G)
Fifty First St. Playhouse,Manhattan,Other,1970s,1973,40.763743,-73.980443,
Finale,"48 Barrow St., Greenwich Village",Restaurant / Cafe,1970s,1972,40.7321243,-74.004604,"(R-1965-1989),(*)"
Finale,"48 Barrow St., Greenwich Village",Restaurant / Cafe,1970s,1974,40.7321243,-74.004604,"(M-1965-1989),(R-1965-1989),(*)"
Fisherman,Brooklyn,Other,1970s,1972,40.695221,-73.995855,(*)
Five Oaks,"49 Grove St., Greenwich Village",Restaurant / Cafe,1970s,1973,40.7331585,-74.003797,(R-1965-1989)
Five Oaks,"49 Grove St., Greenwich Village",Restaurant / Cafe,1970s,1974,40.7331585,-74.003797,"(M-1965-1989),(R-1965-1989)"
Five Oaks,"49 Grove St., Greenwich Village",Restaurant / Cafe,1970s,1972,40.7331585,-74.003797,(R-1965-1989)
Five Oaks,"49 Grove St., Greenwich Village",Restaurant / Cafe,1970s,1979,40.7331585,-74.003797,"(M-1965-1989),(R-1965-1989),(E)"
Five Oaks,"49 Grove St., Greenwich Village",Restaurant / Cafe,1970s,1976,40.7331585,-74.003797,"(M-1965-1989),(G),(R-1965-1989)"
Five Oaks,"49 Grove St., Greenwich Village",Restaurant / Cafe,1970s,1975,40.7331585,-74.003797,"(R-1965-1989),(G)"
Five Oaks,"49 Grove St., Greenwich Village",Restaurant / Cafe,1970s,1978,40.7331585,-74.003797,"(M-1965-1989),(G),(R-1965-1989)"
Five Oaks,"49 Grove Street, Greenwich Village",Restaurant / Cafe,1970s,1977,40.7331585,-74.003797,"(M-1965-1989),(G),(R-1965-1989)"
Flamingo,"599 Broadway, Greenwich Village",Other,1970s,1977,40.7253375,-73.997163,"(P-1965-1989),(YC),(D),(*)"
Flamingo,"599 Broadway , Greenwich Village",Other,1970s,1979,40.7253375,-73.997163,"(*),(P-1965-1989),(YC)"
Flavors,"120-31 83rd Ave., Kew Gardens",Other,1970s,1979,40.708745,-73.83136,"(D),(*)"
Follies,"232 W. 48th St., Midtown",Other,1970s,1979,40.7605335,-73.986129,
Forest,Manhattan,Restaurant / Cafe,1970s,1974,40.775601,-73.956337,"(D),(R-1965-1989)"
Forest,Manhattan,Restaurant / Cafe,1970s,1975,40.7830603,-73.971249,"(R-1965-1989),(D)"
Fountain Blue,"69-05 Queens Blvd., Queens",Other,1970s,1973,40.7405444,-73.895484,
Four Eleven,"411 Bleecker St., Greenwich Village",Restaurant / Cafe,1970s,1979,40.736316,-74.005071,"(M-1965-1989),(R-1965-1989)"
Four Eleven,"411 Bleecker St., Greenwich Village",Restaurant / Cafe,1970s,1978,40.736316,-74.005071,(R-1965-1989)
Four Eleven,"411 Bleecker St., Greenwich Village",Restaurant / Cafe,1970s,1976,40.736316,-74.005071,"(M-1965-1989),(R-1965-1989)"
Four Eleven,"411 Bleecker St., Greenwich Village",Restaurant / Cafe,1970s,1974,40.736316,-74.005071,(R-1965-1989)
Four Eleven,"411 Bleecker St., Greenwich Village",Restaurant / Cafe,1970s,1975,40.736316,-74.005071,"(M-1965-1989),(R-1965-1989)"
Four Season'S,"99 E. 52nd St., Manhattan",Other,1970s,1973,40.7583177,-73.971868,"(M-1965-1989),(R-1965-1989),(PE)"
Four Seasons,"99 E. 52nd St., Manhattan",Restaurant / Cafe,1970s,1974,40.7583177,-73.971868,"(M-1965-1989),(PE),(R-1965-1989)"
Four Seasons,"99 E. 52nd St., Manhattan",Restaurant / Cafe,1970s,1972,40.7583177,-73.971868,"(M-1965-1989),(R-1965-1989),(PE)"
Four Seasons,"99 E. 52nd St., Manhattan",Restaurant / Cafe,1970s,1975,40.7583177,-73.971868,"(M-1965-1989),(PE),(R-1965-1989)"
Four Seasons,"99 E. 52nd Street, Midtown",Other,1970s,1977,40.7583177,-73.971868,"(M-1965-1989),(PE),(R-1965-1989)"
Four Seasons,"99 E. 52nd St., Midtown",Other,1970s,1976,40.7583177,-73.971868,"(M-1965-1989),(PE),(R-1965-1989)"
Four-Eleven,"411 Bleecker St., Greenwich Village",Other,1970s,1972,40.736316,-74.005071,
Francis Cranflone,"357 Dean St., Boerum Hill",Hotel / Accommodation,1970s,1979,40.6834873,-73.979724,(H-1965-1989)
Frank & Danny'S,"104 W. 13th St., Greenwich Village",Restaurant / Cafe,1970s,1978,40.7367323,-73.997959,(R-1965-1989)
Frankenstein,"52 Greene St., Greenwich Village",Other,1970s,1978,40.7221119,-74.001528,"(W-1972-1989),(SM),(D)"
Frankenstein,"52 Green Street, Greenwich Village",Other,1970s,1977,40.7221119,-74.001528,(D)
Frizby'S,"531 Hudson St., Greenwich Village",Restaurant / Cafe,1970s,1974,40.7342517,-74.006492,(R-1965-1989)
Front Porch,"253 W. 11th Street, Greenwich Village",Restaurant / Cafe,1970s,1977,40.7362939,-74.003448,"(M-1965-1989),(R-1965-1989)"
Fudge Factory,"208 E. 59th St., Manhattan",Other,1970s,1974,40.7611167,-73.966047,"(YC),(D)"
Fulton'S Sidewalk Cafe,"2061 Broadway, Uptown",Restaurant / Cafe,1970s,1979,40.7782124,-73.982337,(R-1965-1989)
Funky Freddy'S,"338 3rd Avenue, Midtown",Other,1970s,1977,40.7400572,-73.982527,
G.G. Knickerbocker,"128 W. 45th St., Midtown",Other,1970s,1979,40.7572579,-73.984017,"(D),(*),(PT)"
G.H. Club,"353 E. 53rd Street, Midtown",Other,1970s,1977,40.7560503,-73.965129,"(*),(PE)"
G.H. Club,"353 E. 53rd St., Midtown",Other,1970s,1976,40.7560503,-73.965129,"(PE),(*)"
G.H. Club,"353 E. 53rd St., Midtown",Other,1970s,1978,40.7560503,-73.965129,"(*),(PE)"
G.H. Club,"353 E. 53rd St., Midtown",Other,1970s,1979,40.7560503,-73.965129,(PE)
Gables,Greenwich Village,Other,1970s,1979,40.734341,-74.002397,
Gaiety Male Burlesk,"201 W. 46th St., Midtown",Other,1970s,1979,40.7589105,-73.985703,
Gaiety Male Burlesk Cinema,"201 W. 46th St., Midtown",Other,1970s,1978,40.7589105,-73.985703,
Gaiety Male Burlesk Cinema,"201 W. 46th Street, Midtown",Other,1970s,1977,40.7589105,-73.985703,
Galaxie 21,"256 W. 23rd Street, Greenwich Village",Other,1970s,1977,40.744779,-73.99801,"(P-1965-1989),(YC),(B-1970-1989),(D),(AH),(*)"
Gallery Delicatessan,"77 Christopher St., Greenwich Village",Restaurant / Cafe,1970s,1974,40.7336926,-74.00341,"(M-1965-1989),(R-1965-1989)"
Gallery Delicatessen,"77 Christopher St., Greenwich Village",Restaurant / Cafe,1970s,1973,40.7336926,-74.00341,"(M-1965-1989),(R-1965-1989)"
Gallery Delicatessen,"77 Christopher St., Greenwich Village",Restaurant / Cafe,1970s,1975,40.7336926,-74.00341,"(M-1965-1989),(R-1965-1989)"
Gallery Delicatessen,"77 Christopher St., Greenwich Village",Restaurant / Cafe,1970s,1972,40.7336926,-74.00341,"(M-1965-1989),(R-1965-1989)"
Gas Pump,"1300 1st Ave., Uptown",Other,1970s,1977,40.7664472,-73.956978,(S-1965-2002)
Gas Station,"180 Christopher St., Greenwich Village",Other,1970s,1974,40.7322754,-74.009977,"(HIP),(YC),(D)"
Gauntlet,"86 11th Ave., Greenwich Village",Other,1970s,1976,40.7351586,-73.998181,"(W-1972-1989),(SM)"
Gay Dogs,"180 Christopher St., Greenwich Village",Restaurant / Cafe,1970s,1973,40.7322754,-74.009977,
Gay Ginza,"40 E. 48th St., Manhattan",Other,1970s,1975,40.7563949,-73.976382,"(D),(G),(WE)"
Gay Source,"660 E. 42nd St., Midtown",Other,1970s,1979,40.748723,-73.969736,
Gay Switchboard,Greenwich Village,Other,1970s,1976,40.733572,-74.002742,
Gemini,"101-24 Jamaica Ave., Richmond Hill",Other,1970s,1979,40.695045,-73.845501,
General,"155 E. 45th St., Manhattan",Other,1970s,1974,40.7530897,-73.973207,
General,"155 E. 45th St., Manhattan",Other,1970s,1973,40.7530897,-73.973207,
